602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-641247508497219584 Der Absturz der Germanwings ist wohl lange genug her sich wieder als Halbgott auff hren nnen Pilotenstreik [u'der', u'absturz', u'der', u'germanwings', u'ist', u'wohl', u'lange', u'genug', u'her', u'sich', u'wieder', u'als', u'halbgott', u'auff', u'hren', u'nnen', u'pilotenstreik'] 0.0
602-597817284816605184 Germanwings Claims Pilot Suicide Rehearsal More Fantasy Than Fact [u'germanwings', u'claims', u'pilot', u'suicide', u'rehearsal', u'more', u'fantasy', u'than', u'fact'] 0.0
602-586502887884382208 GermanWings kazas her yeni bilgi yor Lubitz kaptan ece ine idrar katm olabilir [u'germanwings', u'kazas', u'her', u'yeni', u'bilgi', u'yor', u'lubitz', u'kaptan', u'ece', u'ine', u'idrar', u'katm', u'olabilir'] 0.0
602-595908951499272192 ULTIMAHORA Andreas Lubitz maniobr para descender vuelo precedente siniestrado Germanwings [u'ultimahora', u'andreas', u'lubitz', u'maniobr', u'para', u'descender', u'vuelo', u'precedente', u'siniestrado', u'germanwings'] 0.0
602-596071960775237632 Chilling new details released GermanWings investigation [u'chilling', u'new', u'details', u'released', u'germanwings', u'investigation'] 0.0
602-581838270079827969 CNN cnnireport tribute for those aboard the Germanwings planecrash was display Berlin [u'cnn', u'cnnireport', u'tribute', u'for', u'those', u'aboard', u'the', u'germanwings', u'planecrash', u'was', u'display', u'berlin'] 0.0
602-595934775451451392 Germanwings pilot practiced descent the flight before crash via Germanwings GermanwingsCrash [u'germanwings', u'pilot', u'practiced', u'descent', u'the', u'flight', u'before', u'crash', u'via', u'germanwings', u'germanwingscrash'] 0.0
602-581110320179085312 retour XFiles trop loin France demand soutien FBI dans enqu sur crashA320 [u'retour', u'xfiles', u'trop', u'loin', u'france', u'demand', u'soutien', u'fbi', u'dans', u'enqu', u'sur', u'crasha320'] 0.0
602-585416886097154048 Suicide Lubitz est une fausse piste pour prot ger les Lobbies Lufthansa Germanwings [u'suicide', u'lubitz', u'est', u'une', u'fausse', u'piste', u'pour', u'prot', u'ger', u'les', u'lobbies', u'lufthansa', u'germanwings'] 0.0
602-581111273393397760 ju1 Esto muy sencillo Los due los medios comunicaci son muchos casos accionistas las compa reas [u'ju1', u'esto', u'muy', u'sencillo', u'los', u'due', u'los', u'medios', u'comunicaci', u'son', u'muchos', u'casos', u'accionistas', u'las', u'compa', u'reas'] 0.0
602-582582238212026369 Revelan contenido caja negra del A320 que cay semana pasada Germanwings Francia [u'revelan', u'contenido', u'caja', u'negra', u'del', u'a320', u'que', u'cay', u'semana', u'pasada', u'germanwings', u'francia'] 0.0
602-609103816752029696 AirlineIndustry battles pilot MentalHealth options after Germanwings Aviation Airlines [u'airlineindustry', u'battles', u'pilot', u'mentalhealth', u'options', u'after', u'germanwings', u'aviation', u'airlines'] 0.0
602-581838537286422528 pais Germanwings copiloto alem ten problemas visi estuvo bajo tratamiento por una depresi [u'pais', u'germanwings', u'copiloto', u'alem', u'ten', u'problemas', u'visi', u'estuvo', u'bajo', u'tratamiento', u'por', u'una', u'depresi'] 0.0
602-595904594057695232 Germanwings pilot practiced setting aircraft descent 100 feet investigators report [u'germanwings', u'pilot', u'practiced', u'setting', u'aircraft', u'descent', u'100', u'feet', u'investigators', u'report'] 0.0
602-609052013859491840 Fiscal confirma que Andreas Lubitz copiloto Germanwings ten problemas vista tem quedar ciego [u'fiscal', u'confirma', u'que', u'andreas', u'lubitz', u'copiloto', u'germanwings', u'ten', u'problemas', u'vista', u'tem', u'quedar', u'ciego'] 0.0
602-607159426169106432 com Germanwings pilot saw dozens doctors before plowing plane into mountain [u'com', u'germanwings', u'pilot', u'saw', u'dozens', u'doctors', u'before', u'plowing', u'plane', u'into', u'mountain'] 0.0
602-585783880533282817 Ich habe ein Video positiv bewertet Die Wahrheit Fans wenkind Germanwings LenaWirSindBeiDir [u'ich', u'habe', u'ein', u'video', u'positiv', u'bewertet', u'die', u'wahrheit', u'fans', u'wenkind', u'germanwings', u'lenawirsindbeidir'] 0.0
602-646052701306949632 Aviationsafety Germanwings Lubitz employer and air safety authority was not warned warned imminent psychosis [u'aviationsafety', u'germanwings', u'lubitz', u'employer', u'and', u'air', u'safety', u'authority', u'was', u'not', u'warned', u'warned', u'imminent', u'psychosis'] 0.0
602-646056515602878464 Germanwings killer pilot Andreas Lubitz may have tried save the aircraft Ninety three seconds before crash [u'germanwings', u'killer', u'pilot', u'andreas', u'lubitz', u'may', u'have', u'tried', u'save', u'the', u'aircraft', u'ninety', u'three', u'seconds', u'before', u'crash'] 0.0
602-595938237979488256 You can make your Thug Life videos with Thug Life Maker App collegein5words Germanwings Hump Day [u'you', u'can', u'make', u'your', u'thug', u'life', u'videos', u'with', u'thug', u'life', u'maker', u'app', u'collegein5words', u'germanwings', u'hump', u'day'] 0.0
602-608705106008256512 Die kennen mich bei Germanwings [u'die', u'kennen', u'mich', u'bei', u'germanwings'] 0.0
602-600570375420903424 swiss LX1032 just landed HAM Hamburg avro100 jumbolino flyswiss myswissmoment germanwings [u'swiss', u'lx1032', u'just', u'landed', u'ham', u'hamburg', u'avro100', u'jumbolino', u'flyswiss', u'myswissmoment', u'germanwings'] 0.0
602-609059276653490176 klagare kare visste att piloten Lubitz inte var frisk nog att flyga varnade inte Germanwings SVTnyheter [u'klagare', u'kare', u'visste', u'att', u'piloten', u'lubitz', u'inte', u'var', u'frisk', u'nog', u'att', u'flyga', u'varnade', u'inte', u'germanwings', u'svtnyheter'] 0.0
602-584367327115882496 Ernman Hade varen hetat Mohamed hade miljarder nniskor kollektiv bestraffats Germanwings http [u'ernman', u'hade', u'varen', u'hetat', u'mohamed', u'hade', u'miljarder', u'nniskor', u'kollektiv', u'bestraffats', u'germanwings', u'http'] 0.0
602-596028936582139904 REPORT Germanwings 4U9525 Andreas Lubitz practiced rapid descent previous flight [u'report', u'germanwings', u'4u9525', u'andreas', u'lubitz', u'practiced', u'rapid', u'descent', u'previous', u'flight'] 0.0
602-590811322444546048 about Swiss Schweiz Suisse Helvetica Svizzera forex Germanwings Katastrophe Dobrindt [u'about', u'swiss', u'schweiz', u'suisse', u'helvetica', u'svizzera', u'forex', u'germanwings', u'katastrophe', u'dobrindt'] 0.0
602-593462657652523008 TEAMGATITO F4F MGWV RT2GAIN findest mich hier seelenleuchten schreibt ber Achso Germanwings benenn [u'teamgatito', u'f4f', u'mgwv', u'rt2gain', u'findest', u'mich', u'hier', u'seelenleuchten', u'schreibt', u'ber', u'achso', u'germanwings', u'benenn'] 0.0
602-600746285726101504 about Swiss Schweiz Suisse Helvetica Svizzera forex Germanwings Opfer zur Beerdigung [u'about', u'swiss', u'schweiz', u'suisse', u'helvetica', u'svizzera', u'forex', u'germanwings', u'opfer', u'zur', u'beerdigung'] 0.0
602-609072577466781696 Psychisch krank ngstlich fluguntauglich die neusten Erkenntnisse der Ermitler ber den Germanwings Kopiloten [u'psychisch', u'krank', u'ngstlich', u'fluguntauglich', u'die', u'neusten', u'erkenntnisse', u'der', u'ermitler', u'ber', u'den', u'germanwings', u'kopiloten'] 0.0
602-585347744446816256 Germanwings First photo Capt Patrick Sondheimer beside Andreas Lubitz framed photo [u'germanwings', u'first', u'photo', u'capt', u'patrick', u'sondheimer', u'beside', u'andreas', u'lubitz', u'framed', u'photo'] 0.0
602-609065652129804288 Germanwings pilot who flew passenger jet into the Alps feared going blind PARIS The [u'germanwings', u'pilot', u'who', u'flew', u'passenger', u'jet', u'into', u'the', u'alps', u'feared', u'going', u'blind', u'paris', u'the'] 0.0
602-595848342397136896 RadiOLondres Attentat Avion Crash Germanwings copilote Lubitz tait entra lors vol aller via [u'radiolondres', u'attentat', u'avion', u'crash', u'germanwings', u'copilote', u'lubitz', u'tait', u'entra', u'lors', u'vol', u'aller', u'via'] 0.0
602-589044383539826689 Memorial service held Cologne for Germanwings crash victims [u'memorial', u'service', u'held', u'cologne', u'for', u'germanwings', u'crash', u'victims'] 0.0
602-581043524319096832 Germanwings Free app today [u'germanwings', u'free', u'app', u'today'] 0.0
602-595975549522149376 BLACK BOX EVIDENCE Germanwings pilot rehearsed fatal maneuver investigators say http [u'black', u'box', u'evidence', u'germanwings', u'pilot', u'rehearsed', u'fatal', u'maneuver', u'investigators', u'say', u'http'] 0.0
602-585743915472572416 News Tage Tops Uhr iran germanwings russland glitz bayern frauen kenia absturz video tage [u'news', u'tage', u'tops', u'uhr', u'iran', u'germanwings', u'russland', u'glitz', u'bayern', u'frauen', u'kenia', u'absturz', u'video', u'tage'] 0.0
602-608500315764199424 Opfer des Germanwings Absturzes sind von der Lufthansa einer Sondermaschine nach Deutschland berf hrt worden [u'opfer', u'des', u'germanwings', u'absturzes', u'sind', u'von', u'der', u'lufthansa', u'einer', u'sondermaschine', u'nach', u'deutschland', u'berf', u'hrt', u'worden'] 0.0
602-587339727621201920 alarm bombowy Kolonii pok adzie Germanwings [u'alarm', u'bombowy', u'kolonii', u'pok', u'adzie', u'germanwings'] 0.0
602-584430364355006465 Avi alemana Germanwings interrumpe vuelo debido rdida aceite [u'avi', u'alemana', u'germanwings', u'interrumpe', u'vuelo', u'debido', u'rdida', u'aceite'] 0.0
602-590173753520205824 Finaliza recuperaci restos del avi Germanwings estrellado Los Alpes [u'finaliza', u'recuperaci', u'restos', u'del', u'avi', u'germanwings', u'estrellado', u'los', u'alpes'] 0.0
602-622200832189140992 NOW PLAYING Iyanya ApplaudiseCLICK HERE Lyth Ashes2015 Germanwings [u'now', u'playing', u'iyanya', u'applaudiseclick', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622224608914223104 NOW PLAYING King Mufasa Goons Deck Ice Prince amp Yung LCLICK HERE Lyth Ashes2015 [u'now', u'playing', u'king', u'mufasa', u'goons', u'deck', u'ice', u'prince', u'amp', u'yung', u'lclick', u'here', u'lyth', u'ashes2015'] 0.0
602-622329479462039552 nowplaying PrinceBoom Give Them Reekado Banks amp TeknoCLICK HERE Lyth Ashes2015 [u'nowplaying', u'princeboom', u'give', u'them', u'reekado', u'banks', u'amp', u'teknoclick', u'here', u'lyth', u'ashes2015'] 0.0
602-622489875359637505 NOW PLAYING King Mufasa Goons Deck Ice Prince amp Yung LCLICK HERE Lyth Germanwi [u'now', u'playing', u'king', u'mufasa', u'goons', u'deck', u'ice', u'prince', u'amp', u'yung', u'lclick', u'here', u'lyth', u'germanwi'] 0.0
602-589064198837108736 Memorial service for Germanwings victims held Cologne [u'memorial', u'service', u'for', u'germanwings', u'victims', u'held', u'cologne'] 0.0
602-588376225657311232 Drei Wochen nach dem Germanwings Absturz hrerlose Flugzeuge vom Boden aus lenken [u'drei', u'wochen', u'nach', u'dem', u'germanwings', u'absturz', u'hrerlose', u'flugzeuge', u'vom', u'boden', u'aus', u'lenken'] 0.0
602-600699717274701825 Alle 150 Germanwings Opfer nnen bestattet werden Germanwings [u'alle', u'150', u'germanwings', u'opfer', u'nnen', u'bestattet', u'werden', u'germanwings'] 0.0
602-606977508844703745 berf hrung der Germanwings Opfer startet Dienstag Germanwings [u'berf', u'hrung', u'der', u'germanwings', u'opfer', u'startet', u'dienstag', u'germanwings'] 0.0
602-624483583240105984 Germanwings Absturz Sterbliche berreste werden Vernet beigesetzt 4U9525 Germanwings [u'germanwings', u'absturz', u'sterbliche', u'berreste', u'werden', u'vernet', u'beigesetzt', u'4u9525', u'germanwings'] 0.0
602-642063194228453376 THIS FOR FOLLOW BACK AlwaysInOurHeartsZaynMalik Tongazofinal FinalGHvip Germanwings [u'this', u'for', u'follow', u'back', u'alwaysinourheartszaynmalik', u'tongazofinal', u'finalghvip', u'germanwings'] 0.0
602-587358463774355456 stunde Nach angeblicher Bombendrohung Bundespolizei gibt nach WDR Informationen Entwarnung lnBonn Germanwings [u'stunde', u'nach', u'angeblicher', u'bombendrohung', u'bundespolizei', u'gibt', u'nach', u'wdr', u'informationen', u'entwarnung', u'lnbonn', u'germanwings'] 0.0
602-589073481796550656 stunde Der Trauergottesdienst ist Ende Die Zusammenfassung jetzt WDR aktuell und bei uns Netz Germanwings Dom [u'stunde', u'der', u'trauergottesdienst', u'ist', u'ende', u'die', u'zusammenfassung', u'jetzt', u'wdr', u'aktuell', u'und', u'bei', u'uns', u'netz', u'germanwings', u'dom'] 0.0
602-596198229210980352 Auf dem Hinflug hat der Pilot den Sinkflug was dann geschah Germanwings Grafik [u'auf', u'dem', u'hinflug', u'hat', u'der', u'pilot', u'den', u'sinkflug', u'was', u'dann', u'geschah', u'germanwings', u'grafik'] 0.0
602-606614210701873152 Return Germanwings victims remains delayed over clerical errors [u'return', u'germanwings', u'victims', u'remains', u'delayed', u'over', u'clerical', u'errors'] 0.0
602-585750753886806017 GEN GERMANWINGS ABSTURZ NOTRUF BEST TIGT YouTube via GermanWings HotTopic Breaking [u'gen', u'germanwings', u'absturz', u'notruf', u'best', u'tigt', u'youtube', u'via', u'germanwings', u'hottopic', u'breaking'] 0.0
602-595953577836744704 Germanwings pilot Andreas Lubitz practiced descent previous flight investigators confirm http [u'germanwings', u'pilot', u'andreas', u'lubitz', u'practiced', u'descent', u'previous', u'flight', u'investigators', u'confirm', u'http'] 0.0
602-584497690244939776 Second black box found Germanwings crash site [u'second', u'black', u'box', u'found', u'germanwings', u'crash', u'site'] 0.0
602-609906370138128385 Germanwings Germanwings Before Crash Germanwings Pilot Searched Web for Ways Die [u'germanwings', u'germanwings', u'before', u'crash', u'germanwings', u'pilot', u'searched', u'web', u'for', u'ways', u'die'] 0.0
602-585799816153849856 The Germanwings crash will probably herald yet more security measures New cartoon [u'the', u'germanwings', u'crash', u'will', u'probably', u'herald', u'yet', u'more', u'security', u'measures', u'new', u'cartoon'] 0.0
602-609103818152902656 AirlineIndustry battles pilot MentalHealth options after Germanwings Aviation Airlines [u'airlineindustry', u'battles', u'pilot', u'mentalhealth', u'options', u'after', u'germanwings', u'aviation', u'airlines'] 0.0
602-609188747817541632 copiloto que supuestamente estrell avi Germanwings fue examinado por dicos [u'copiloto', u'que', u'supuestamente', u'estrell', u'avi', u'germanwings', u'fue', u'examinado', u'por', u'dicos'] 0.0
602-582577373008273408 Copiloto Germanwings ten tendencias suicidas revela investigaci [u'copiloto', u'germanwings', u'ten', u'tendencias', u'suicidas', u'revela', u'investigaci'] 0.0
602-587161234518204416 Algo funciona bien esta sociedad Germanwings [u'algo', u'funciona', u'bien', u'esta', u'sociedad', u'germanwings'] 0.0
602-587323188276768768 Bombendrohung gegen Germanwings Flug von nach Mailand EILMELDUNG Quelle [u'bombendrohung', u'gegen', u'germanwings', u'flug', u'von', u'nach', u'mailand', u'eilmeldung', u'quelle'] 0.0
602-587473394423074816 Germanwings plane bound for Italy from Germany evacuated Cologne Bonn Airport due bomb threat airline says [u'germanwings', u'plane', u'bound', u'for', u'italy', u'from', u'germany', u'evacuated', u'cologne', u'bonn', u'airport', u'due', u'bomb', u'threat', u'airline', u'says'] 0.0
602-582585299483652098 Das grenzt krimineller Energie Haltener Sch ler klagt Sensations Medien Germanwings [u'das', u'grenzt', u'krimineller', u'energie', u'haltener', u'sch', u'ler', u'klagt', u'sensations', u'medien', u'germanwings'] 0.0
602-587978578630991874 Desalojado avi Germanwings por aviso bomba deo [u'desalojado', u'avi', u'germanwings', u'por', u'aviso', u'bomba', u'deo'] 0.0
602-606547009370091520 Germanwings Genehmigung der Opfer einzuholen ist solchen llen schwerer als der Presserat denkt [u'germanwings', u'genehmigung', u'der', u'opfer', u'einzuholen', u'ist', u'solchen', u'llen', u'schwerer', u'als', u'der', u'presserat', u'denkt'] 0.0
602-611616492736503808 White guy kills 150 people Blame the system Blame depression Blame anything but the white guy Germanwings [u'white', u'guy', u'kills', u'150', u'people', u'blame', u'the', u'system', u'blame', u'depression', u'blame', u'anything', u'but', u'the', u'white', u'guy', u'germanwings'] 0.0
602-596258355762614272 copiloto Germanwings pudo intentar evitar tragedia ltimo momento [u'copiloto', u'germanwings', u'pudo', u'intentar', u'evitar', u'tragedia', u'ltimo', u'momento'] 0.0
602-627074388555378688 SPAIN DIFFERENT AccidenteAereo Germanwings [u'spain', u'different', u'accidenteaereo', u'germanwings'] 0.0
602-592746346962132992 Claro que campe Germanwings [u'claro', u'que', u'campe', u'germanwings'] 0.0
602-590912658616012800 Germanwings confirma teoria AndreasLubitz [u'germanwings', u'confirma', u'teoria', u'andreaslubitz'] 0.0
602-596007519446769664 Lubitz rehearsed Gemanwings crash previous flight Germanwings [u'lubitz', u'rehearsed', u'gemanwings', u'crash', u'previous', u'flight', u'germanwings'] 0.0
